01033-17            00000200 836602       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090213
01033-17            00000200 836603       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090220
01033-17            00000040 835741       00272725NYMDGCATNLIBRAIRIE DE FRANCE G    090424
01047-17            00000020 835590       00193003NNMDGSYGYSPICERS                  090206
01047-17            00000020 835919       00153041NNMDGCOLYLYRECO FRANCE            090211
01047-17            00000040 835741       00272725NYMDGCATNLIBRAIRIE DE FRANCE G    090424
01102082            00000100 836623       00102188NNMDGSYGYM.D.S                    090210
01105082            00000250 836310       00138065NNMDGS02YFIDUCIAL BUREAUTIQUE     090212
01106082            00000280 834973       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090206
01106082            00000035 835710       00191017NNMDGS02YCORPORATE EXPRESS FRA    090206
01106082            00000035 835738       00191017NNMDGS02YCORPORATE EXPRESS FRA    090209
01106082            00000070 836313       00193003NNMDGSYGYSPICERS                  090212
01113-17            00000020 836322       00138065NNMDGS02YFIDUCIAL BUREAUTIQUE     090213
01545971            00000010 836615       00187040NYMDGS01YFABREGUE DUO             090206
01545971            00000020 835633       00106601NYMDGSYTYPRIVAT SORBONNE-ANTIB    090625
01546971            00000010 836615       00187040NYMDGS01YFABREGUE DUO             090206
01546971            00000020 835633       00106601NYMDGSYTYPRIVAT SORBONNE-ANTIB    090625
01706351            00000080 835710       00191017NNMDGS02YCORPORATE EXPRESS FRA    090206
01706351            00000040 835738       00191017NNMDGS02YCORPORATE EXPRESS FRA    090209
01706351            00000160 836313       00193003NNMDGSYGYSPICERS                  090212
01706351            00000240 835692       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090213
01747971            00000040 835633       00106601NYMDGSYTYPRIVAT SORBONNE-ANTIB    090625
01799501            00000160 835935       00153041NNMDGCOLYLYRECO FRANCE            090211
01806081            00000005 833793       00162750NYMDGS01YBUREAU VALLEE BERCK      090115
01806081            00000005 834922       00159850NYMDGS01YBUREAU VALLEE WATTIGN    090130
01806081            00000005 836083       00180500NYMDGS01YBUREAU VALLEE AMIENS     090204
01806081            00000005 835796       00138065NNMDGS02YFIDUCIAL BUREAUTIQUE     090206
01806081            00000005 836286       00138700NNMDGS01YBUREAU VALLEE BOURGOU    090206
01806081            00000050 836324       00191040NNMDGS02NJM BRUNEAU               090206
01806081            00000005 836587       00159381NNMDGSYTNLE FURET DU NORD LILL    090206
01806081            00000005 836615       00187040NYMDGS01YFABREGUE DUO             090206
01806081            00000075 836623       00102188NNMDGSYGYM.D.S                    090210
01806081            00000140 836422       00191040NNMDGS02NJM BRUNEAU               090218
01806081            00000010 835966       00106602NNMDGSYTYPRIVAT SORBONNE-NICE     090504
01906011            00000030 835714       00191017NNMDGS02YCORPORATE EXPRESS FRA    090206
01906011            00000010 836451       00175306NNMDGJOSYGIBERT JOSEPH VITRY      090206
01906011            00000010 831093       00174305NNMDGJOSYBUREAU SERVICE           090504
01907011            00000010 834906       00182067NNMDGSYGYDIFPAP                   090206
01907011            00000020 836451       00175306NNMDGJOSYGIBERT JOSEPH VITRY      090206
01907011            00000010 831093       00174305NNMDGJOSYBUREAU SERVICE           090504
01907011            00000010 834707       00189124NNMDGS03YVOILLOT                  090518
01908011            00000010 836451       00175306NNMDGJOSYGIBERT JOSEPH VITRY      090206
